Id,Family,FamilyAuthor,Genus,Specie,SpecieAuthor,Subspecie,SubspecieAuthor,Variety,VarietyAuthor,CommonName,ScientificName,ConceptType,ConceptLevel,MainTaxon,
718,Solanaceae,Juss.  nom. cons.,Solanum,guerreroense,Correll,,,,,,Solanum guerreroense,Gene Pool,Secondary,Solanum tuberosum
719,Solanaceae,Juss.  nom. cons.,Solanum,hastiforme,Correll,,,,,,Solanum hastiforme,Gene Pool,Secondary,Solanum tuberosum
720,Solanaceae,Juss.  nom. cons.,Solanum,hintonii,Correll,,,,,,Solanum hintonii,Gene Pool,Secondary,Solanum tuberosum
721,Solanaceae,Juss.  nom. cons.,Solanum,hjertingii,Hawkes,,,,,,Solanum hjertingii,Gene Pool,Secondary,Solanum tuberosum
722,Solanaceae,Juss.  nom. cons.,Solanum,hougasii,Correll,,,,,,Solanum hougasii,Gene Pool,Secondary,Solanum tuberosum
723,Solanaceae,Juss.  nom. cons.,Solanum,huancabambense,Ochoa,,,,,,Solanum huancabambense,Gene Pool,Secondary,Solanum tuberosum
724,Solanaceae,Juss.  nom. cons.,Solanum,incasicum,Ochoa,,,,,,Solanum incasicum,Gene Pool,Secondary,Solanum tuberosum
725,Solanaceae,Juss.  nom. cons.,Solanum,iopetalum,(Bitter) Hawkes,,,,,,Solanum iopetalum,Gene Pool,Secondary,Solanum tuberosum
726,Solanaceae,Juss.  nom. cons.,Solanum,kurtzianum,Bitter & Wittm.,,,,,,Solanum kurtzianum,Gene Pool,Secondary,Solanum tuberosum
727,Solanaceae,Juss.  nom. cons.,Solanum,laxissimum,Bitter,,,,,,Solanum laxissimum,Gene Pool,Secondary,Solanum tuberosum
728,Solanaceae,Juss.  nom. cons.,Solanum,lesteri,Hawkes & Hjert.,,,,,,Solanum lesteri,Gene Pool,Secondary,Solanum tuberosum
729,Solanaceae,Juss.  nom. cons.,Solanum,limbaniense,Ochoa,,,,,,Solanum limbaniense,Gene Pool,Secondary,Solanum tuberosum
730,Solanaceae,Juss.  nom. cons.,Solanum,lobbianum,Bitter,,,,,,Solanum lobbianum,Gene Pool,Secondary,Solanum tuberosum
731,Solanaceae,Juss.  nom. cons.,Solanum,longiconicum,Bitter,,,,,,Solanum longiconicum,Gene Pool,Secondary,Solanum tuberosum
732,Solanaceae,Juss.  nom. cons.,Solanum,maglia,Schltdl.,,,,,,Solanum maglia,Gene Pool,Secondary,Solanum tuberosum
733,Solanaceae,Juss.  nom. cons.,Solanum,medians,Bitter,,,,,,Solanum medians,Gene Pool,Secondary,Solanum tuberosum
734,Solanaceae,Juss.  nom. cons.,Solanum,microdontum,Bitter,,,,,,Solanum microdontum,Gene Pool,Secondary,Solanum tuberosum
735,Solanaceae,Juss.  nom. cons.,Solanum,morelliforme,Bitter & Munch,,,,,,Solanum morelliforme,Gene Pool,Secondary,Solanum tuberosum
736,Solanaceae,Juss.  nom. cons.,Solanum,multiinterruptum,Bitter,,,,,,Solanum multiinterruptum,Gene Pool,Secondary,Solanum tuberosum
737,Solanaceae,Juss.  nom. cons.,Solanum,neocardenasii,Hawkes & Hjert.,,,,,,Solanum neocardenasii,Gene Pool,Secondary,Solanum tuberosum
738,Solanaceae,Juss.  nom. cons.,Solanum,neorossii,Hawkes & Hjert.,,,,,,Solanum neorossii,Gene Pool,Secondary,Solanum tuberosum
739,Solanaceae,Juss.  nom. cons.,Solanum,neovavilovii,Ochoa,,,,,,Solanum neovavilovii,Gene Pool,Secondary,Solanum tuberosum
740,Solanaceae,Juss.  nom. cons.,Solanum,nubicola,Ochoa,,,,,,Solanum nubicola,Gene Pool,Secondary,Solanum tuberosum
741,Solanaceae,Juss.  nom. cons.,Solanum,olmosense,Ochoa,,,,,,Solanum olmosense,Gene Pool,Secondary,Solanum tuberosum
742,Solanaceae,Juss.  nom. cons.,Solanum,oxycarpum,Schiede,,,,,,Solanum oxycarpum,Gene Pool,Secondary,Solanum tuberosum
743,Solanaceae,Juss.  nom. cons.,Solanum,paucissectum,Ochoa,,,,,,Solanum paucissectum,Gene Pool,Secondary,Solanum tuberosum
744,Solanaceae,Juss.  nom. cons.,Solanum,pillahuatense,Vargas,,,,,,Solanum pillahuatense,Gene Pool,Secondary,Solanum tuberosum
745,Solanaceae,Juss.  nom. cons.,Solanum,piurae,Bitter,,,,,,Solanum piurae,Gene Pool,Secondary,Solanum tuberosum
746,Solanaceae,Juss.  nom. cons.,Solanum,polyadenium,Greenm.,,,,,,Solanum polyadenium,Gene Pool,Secondary,Solanum tuberosum
747,Solanaceae,Juss.  nom. cons.,Solanum,raphanifolium,Cardenas & Hawkes,,,,,,Solanum raphanifolium,Gene Pool,Secondary,Solanum tuberosum
748,Solanaceae,Juss.  nom. cons.,Solanum,rhomboideilanceolatum,Ochoa,,,,,,Solanum rhomboideilanceolatum,Gene Pool,Secondary,Solanum tuberosum
749,Solanaceae,Juss.  nom. cons.,Solanum,salasianum,Ochoa,,,,,,Solanum salasianum,Gene Pool,Secondary,Solanum tuberosum
750,Solanaceae,Juss.  nom. cons.,Solanum,schenckii,Bitter,,,,,,Solanum schenckii,Gene Pool,Secondary,Solanum tuberosum
751,Solanaceae,Juss.  nom. cons.,Solanum,sogarandinum,Ochoa,,,,,,Solanum sogarandinum,Gene Pool,Secondary,Solanum tuberosum
752,Solanaceae,Juss.  nom. cons.,Solanum,stoloniferum,Schltdl. & Bouche,,,,,,Solanum stoloniferum,Gene Pool,Secondary,Solanum tuberosum
753,Solanaceae,Juss.  nom. cons.,Solanum,taulisense,Ochoa,,,,,,Solanum taulisense,Gene Pool,Secondary,Solanum tuberosum
754,Solanaceae,Juss.  nom. cons.,Solanum,venturii,Hawkes & Hjert.,,,,,,Solanum venturii,Gene Pool,Secondary,Solanum tuberosum
755,Solanaceae,Juss.  nom. cons.,Solanum,verrucosum,Schltdl.,,,,,,Solanum verrucosum,Gene Pool,Secondary,Solanum tuberosum
756,Solanaceae,Juss.  nom. cons.,Solanum,violaceimarmoratum,Bitter,,,,,,Solanum violaceimarmoratum,Gene Pool,Secondary,Solanum tuberosum
1741,Solanaceae,Juss.  nom. cons.,Solanum,anamatophilum,Ochoa,,,,,,Solanum anamatophilum,Gene Pool,Tertiary,Solanum tuberosum
1742,Solanaceae,Juss.  nom. cons.,Solanum,augustii,Ochoa,,,,,,Solanum augustii,Gene Pool,Tertiary,Solanum tuberosum
