Id,Family,FamilyAuthor,Genus,Specie,SpecieAuthor,Subspecie,SubspecieAuthor,Variety,VarietyAuthor,CommonName,ScientificName,ConceptType,ConceptLevel,MainTaxon,
4650,Poaceae,Barnhart  nom. cons.,Elymus,albicans,(Scribn. & J. G. Sm.) Á. Löve,,,,,,Elymus albicans,Gene Pool,Tertiary,Triticum aestivum
4651,Poaceae,Barnhart  nom. cons.,Elymus,alienus,(Keng) S. L. Chen,,,,,,Elymus alienus,Gene Pool,Tertiary,Triticum aestivum
4652,Poaceae,Barnhart  nom. cons.,Elymus,alopex,B. Salomon,,,,,,Elymus alopex,Gene Pool,Tertiary,Triticum aestivum
4653,Poaceae,Barnhart  nom. cons.,Elymus,angulatus,J. Presl,,,,,,Elymus angulatus,Gene Pool,Tertiary,Triticum aestivum
4654,Poaceae,Barnhart  nom. cons.,Elymus,antiquus,(Nevski) Tzvelev,,,,,,Elymus antiquus,Gene Pool,Tertiary,Triticum aestivum
4655,Poaceae,Barnhart  nom. cons.,Elymus,aristiglumis,(Keng & S. L. Chen) S. L. Chen,,,,,,Elymus aristiglumis,Gene Pool,Tertiary,Triticum aestivum
4656,Poaceae,Barnhart  nom. cons.,Elymus,arizonicus,(Scribn. & J. G. Sm.) Gould,,,,,,Elymus arizonicus,Gene Pool,Tertiary,Triticum aestivum
4804,Poaceae,Barnhart  nom. cons.,Elymus,atratus,(Nevski) Hand.-Mazz.,,,,,,Elymus atratus,Gene Pool,Tertiary,Triticum aestivum
4658,Poaceae,Barnhart  nom. cons.,Elymus,bakeri,(E. E. Nelson) Á. Löve,,,,,,Elymus bakeri,Gene Pool,Tertiary,Triticum aestivum
4659,Poaceae,Barnhart  nom. cons.,Elymus,barbicallus,(Ohwi) S. L. Chen,,,,,,Elymus barbicallus,Gene Pool,Tertiary,Triticum aestivum
4660,Poaceae,Barnhart  nom. cons.,Elymus,barystachyus,L. B. Cai,,,,,,Elymus barystachyus,Gene Pool,Tertiary,Triticum aestivum
4661,Poaceae,Barnhart  nom. cons.,Elymus,borianus,(Melderis) Cope,,,,,,Elymus borianus,Gene Pool,Tertiary,Triticum aestivum
4662,Poaceae,Barnhart  nom. cons.,Elymus,breviaristatus,Keng ex Keng f.,,,,,,Elymus breviaristatus,Gene Pool,Tertiary,Triticum aestivum
4663,Poaceae,Barnhart  nom. cons.,Elymus,brevipes,(Keng & S. L. Chen) S. L. Chen,,,,,,Elymus brevipes,Gene Pool,Tertiary,Triticum aestivum
